TICKET,FECHA,IDESTADO,IDCIUDAD,IDTIENDA,IDEMPLEADO
00004657,2021-01-25,12,18,95,99
00004658,2022-06-20,27,5,1,6
00004659,2022-12-02,28,8,77,30
00004660,2022-09-05,2,16,61,3
00004661,2020-11-23,26,10,43,23
00004662,2021-01-30,16,16,71,84
00004663,2022-08-28,30,5,63,48
00004664,2022-01-28,21,10,43,32
00004665,2022-10-30,6,15,23,99
00004666,2021-12-20,1,17,83,64
00004667,2021-04-02,3,13,23,86
00004668,2021-10-30,20,13,69,28
00004669,2021-11-20,23,4,40,15
00004670,2020-10-01,29,18,5,76
00004671,2022-02-27,23,15,82,30
00004672,2022-08-26,24,13,75,23
00004673,2022-10-30,4,9,1,51
00004674,2020-06-13,31,2,29,93
00004675,2021-12-19,29,8,71,74
00004676,2022-10-30,23,13,2,64
00004677,2020-04-04,13,6,81,72
00004678,2021-09-27,14,3,80,98
00004679,2022-08-26,3,17,61,58
00004680,2020-01-02,3,7,92,41
00004681,2022-06-21,25,2,26,94
00004682,2021-07-30,6,1,20,91
00004683,2022-12-16,21,16,8,33
00004684,2020-08-07,12,16,16,96
00004685,2021-07-30,5,15,88,84
00004686,2022-06-03,19,14,54,80
00004687,2020-10-30,30,13,7,98
00004688,2020-09-12,9,11,58,6
00004689,2021-04-22,26,10,48,10
00004690,2020-01-22,16,7,73,20
00004691,2022-01-27,10,16,88,55
00004692,2021-01-24,18,4,20,13
00004693,2022-11-04,32,5,69,58
00004694,2021-05-30,18,9,91,27
00004695,2021-02-28,16,12,93,45
00004696,2020-08-12,1,4,13,23
00004697,2021-01-23,24,9,43,14
00004698,2022-04-13,19,12,8,17
00004699,2022-12-18,12,13,51,28
00004700,2020-09-05,20,11,67,49
00004701,2022-08-07,27,1,46,82
00004702,2021-10-30,32,8,93,81
00004703,2020-07-30,2,19,21,44
00004704,2020-07-30,27,12,4,56
00004705,2020-09-25,27,19,52,74
00004706,2021-07-30,4,9,1,37
00004707,2021-04-18,3,4,24,59
00004708,2021-10-30,22,18,88,33
00004709,2022-03-19,13,9,81,29
00004710,2021-02-24,25,18,16,93
00004711,2020-04-03,11,12,73,68
00004712,2022-07-30,9,5,87,62
00004713,2022-03-30,10,10,80,89
00004714,2022-08-18,12,15,65,51
00004715,2022-07-30,4,8,28,46
00004716,2021-03-14,2,14,91,20
00004717,2022-01-14,23,14,62,22
00004718,2020-06-09,21,15,64,99
00004719,2020-06-14,23,16,83,28
00004720,2020-08-05,1,12,82,22
00004721,2020-05-30,10,10,70,92
00004722,2020-10-30,20,9,16,71
00004723,2022-08-12,11,10,36,23
00004724,2021-05-30,20,12,88,43
00004725,2020-11-05,12,11,19,98
00004726,2021-08-20,6,4,72,71
00004727,2021-01-13,8,20,45,67
00004728,2022-01-13,5,17,46,67
00004729,2020-04-06,24,4,82,91
00004730,2020-11-28,10,20,32,52
00004731,2021-11-05,24,3,18,47
00004732,2022-08-15,6,20,25,43
00004733,2020-11-22,4,4,11,13
00004734,2020-01-02,10,11,76,70
00004735,2021-08-24,8,3,42,44
00004736,2020-06-28,27,17,62,32
00004737,2020-02-22,21,11,63,42
00004738,2021-08-29,10,2,11,26
00004739,2020-02-16,3,1,52,24
00004740,2021-06-27,15,2,85,29
00004741,2020-05-30,26,1,25,69
00004742,2022-12-26,10,19,49,10
00004743,2022-01-24,4,18,13,55
00004744,2021-12-24,9,5,48,96
00004745,2021-10-30,22,20,26,11
00004746,2022-10-30,21,10,35,74
00004747,2022-11-27,8,13,11,35
00004748,2022-08-09,30,20,34,95
00004749,2020-03-04,1,11,33,78
00004750,2022-03-27,6,8,37,1
00004751,2022-04-22,31,7,47,17
00004752,2020-04-02,13,12,92,31
00004753,2020-06-01,24,11,57,22
00004754,2020-04-02,11,17,85,14
00004755,2021-01-04,11,6,100,79
00004756,2022-12-23,3,19,40,46
00004757,2022-09-20,4,10,23,95
00004758,2022-11-10,9,1,57,29
00004759,2022-11-25,14,19,46,6
00004760,2020-07-30,29,14,31,81
00004761,2020-07-30,4,14,58,85
00004762,2022-05-30,15,1,46,49
00004763,2020-11-27,9,8,11,6
00004764,2020-12-01,5,15,36,89
00004765,2020-12-30,26,13,18,68
00004766,2021-08-16,16,20,78,89
00004767,2022-06-28,20,19,91,53
00004768,2021-10-30,13,12,77,48
00004769,2021-06-26,7,15,82,84
00004770,2020-08-15,16,13,98,49
00004771,2022-09-14,3,9,28,68
00004772,2022-12-26,2,7,33,11
00004773,2021-11-26,17,12,2,39
00004774,2020-12-20,19,6,59,52
00004775,2022-06-23,2,4,54,62
00004776,2020-11-01,11,10,73,92
00004777,2020-01-16,26,14,31,7
00004778,2022-09-01,9,1,52,48
00004779,2021-09-29,31,12,72,45
00004780,2021-09-26,15,18,3,66
00004781,2022-02-07,29,16,96,4
00004782,2021-09-09,8,3,15,92
00004783,2020-06-29,14,14,86,25
00004784,2020-10-30,10,5,100,42
00004785,2020-02-18,9,10,31,3
00004786,2021-06-11,22,3,8,26
00004787,2022-11-15,3,4,18,77
00004788,2022-07-30,5,12,92,33
00004789,2021-11-17,21,9,43,35
00004790,2022-06-14,30,2,22,61
00004791,2022-12-29,15,16,47,67
00004792,2022-05-30,17,3,4,97
00004793,2021-05-30,11,17,76,10
00004794,2022-01-21,5,7,9,79
00004795,2021-12-30,28,18,48,14
00004796,2020-06-24,28,11,72,5
00004797,2020-09-13,12,10,75,96
00004798,2020-05-30,23,6,22,32
00004799,2020-03-19,8,7,60,44
00004800,2021-04-22,3,17,70,20
00004801,2020-06-28,22,1,16,65
00004802,2020-06-24,2,7,82,8
00004803,2022-11-03,13,8,35,21
00004804,2021-03-26,10,15,44,74
00004805,2021-12-30,11,4,56,54
00004806,2021-03-01,20,9,25,45
00004807,2020-05-30,19,7,21,26
00004808,2021-10-30,12,18,31,68
00004809,2020-08-31,12,15,70,43
00004810,2022-08-03,15,7,93,18
00004811,2020-02-26,11,18,99,52
00004812,2021-08-24,13,6,9,58
00004813,2020-01-20,2,8,17,42
00004814,2020-05-30,27,1,69,58
00004815,2021-03-18,7,3,2,97
00004816,2020-10-30,20,5,5,64
00004817,2021-10-30,22,20,65,56
00004818,2021-08-25,30,9,42,86
00004819,2021-09-23,9,2,76,38
00004820,2022-07-30,32,9,22,15
00004821,2020-11-09,24,16,70,35
00004822,2022-05-30,11,4,1,66
00004823,2022-01-01,11,9,10,87
00004824,2022-08-09,32,11,80,59
00004825,2022-05-30,18,1,36,48
00004826,2021-11-18,11,10,25,13
00004827,2021-01-10,23,9,14,37
00004828,2020-11-18,18,3,13,70
00004829,2021-11-14,3,9,55,6
00004830,2022-05-30,16,16,62,33
00004831,2020-01-19,27,8,88,32
00004832,2022-09-27,13,17,35,14
00004833,2022-01-02,27,15,70,89
00004834,2020-07-30,28,14,51,87
00004835,2020-09-13,1,5,96,96
00004836,2020-10-30,17,9,82,57
00004837,2020-12-09,20,4,38,9
00004838,2022-06-04,7,15,23,82
00004839,2021-07-30,4,20,15,37
00004840,2020-10-30,16,14,46,33
00004841,2021-11-19,21,11,78,76
00004842,2022-02-07,6,9,82,54
00004843,2020-11-27,2,19,65,29
00004844,2020-05-30,31,3,40,14
00004845,2020-04-10,31,4,21,9
00004846,2022-06-24,15,2,86,85
00004847,2022-06-11,25,19,9,9
00004848,2022-03-30,16,19,80,73
00004849,2020-01-30,8,8,28,14
00004850,2021-02-13,12,18,15,94
00004851,2021-01-21,3,15,36,12
00004852,2022-09-26,19,19,88,68
00004853,2020-02-23,15,6,6,10
00004854,2020-12-02,4,17,67,60
00004855,2022-10-30,12,18,96,95
00004856,2021-05-30,25,1,46,92
00004857,2020-03-21,11,2,52,94
00004858,2021-06-29,23,16,26,55
00004859,2021-02-20,1,2,48,93
00004860,2020-11-20,4,4,43,11
00004861,2021-03-09,23,13,82,8
00004862,2020-03-05,1,11,7,56
00004863,2021-07-30,21,7,13,43
00004864,2022-11-14,29,14,64,29
00004865,2020-11-27,15,1,8,1
00004866,2020-12-29,28,11,71,95
00004867,2020-11-26,10,8,37,9
00004868,2020-06-12,19,12,10,65
00004869,2022-09-08,25,11,1,82
00004870,2021-07-30,12,9,87,64
00004871,2022-12-06,6,3,23,62
00004872,2020-03-19,1,11,86,82
00004873,2020-11-30,12,8,92,7
00004874,2022-10-30,20,19,96,85
00004875,2020-09-15,28,8,2,40
00004876,2022-03-10,9,8,29,41
00004877,2020-07-30,24,17,19,86
00004878,2021-07-30,16,8,78,50
00004879,2020-10-30,4,9,64,78
00004880,2021-07-30,12,15,75,48
00004881,2022-04-23,6,19,19,82
00004882,2022-05-30,24,9,45,22
00004883,2021-06-05,10,17,82,91
00004884,2022-06-24,3,6,48,28
00004885,2020-08-22,24,9,11,29
00004886,2020-01-04,9,5,98,27
00004887,2020-11-17,14,4,39,69
00004888,2021-04-26,12,13,7,39
00004889,2022-01-19,9,9,52,19
00004890,2022-09-28,16,20,58,65
00004891,2020-12-10,27,9,7,53
00004892,2022-07-30,32,10,52,87
00004893,2021-02-11,26,1,94,100
00004894,2022-06-24,20,19,88,40
00004895,2022-11-18,23,6,77,62
00004896,2021-11-18,15,8,13,16
00004897,2020-09-24,16,6,56,31
00004898,2021-12-12,30,10,48,92
00004899,2022-03-26,25,11,84,3
00004900,2022-02-13,1,18,38,55
00004901,2022-05-30,30,1,91,40
00004902,2021-04-08,29,5,45,54
00004903,2020-09-27,18,13,62,4
00004904,2022-05-30,31,13,35,58
00004905,2022-03-28,30,2,32,51
00004906,2020-07-30,28,9,46,30
00004907,2021-08-23,17,17,76,75
00004908,2020-05-30,6,7,90,72
00004909,2020-02-25,5,4,9,58
00004910,2020-05-30,15,14,85,90
00004911,2021-03-22,28,17,89,63
00004912,2022-08-28,8,7,77,48
00004913,2022-12-23,6,14,5,97
00004914,2021-11-01,17,3,98,49
00004915,2020-12-03,7,12,80,20
00004916,2020-01-25,16,18,35,73
00004917,2022-07-30,16,14,68,45
00004918,2022-02-12,29,5,85,98
00004919,2022-11-13,7,9,1,59
00004920,2021-10-30,28,9,79,29
00004921,2022-02-19,6,20,50,85
00004922,2021-08-18,31,12,93,62
00004923,2021-10-30,12,2,80,33
00004924,2022-05-30,8,17,88,6
00004925,2020-04-30,28,2,93,81
00004926,2022-06-02,3,7,79,91
00004927,2021-06-17,19,9,57,54
00004928,2022-06-16,32,9,15,38
00004929,2022-06-10,20,3,6,79
00004930,2021-04-03,16,18,3,55
00004931,2021-04-03,7,4,18,8
00004932,2020-11-17,2,13,98,81
00004933,2021-12-09,1,3,28,73
00004934,2020-07-30,18,18,80,73
00004935,2021-04-23,28,17,55,37
00004936,2022-09-08,17,20,42,21
00004937,2022-05-30,24,13,43,91
00004938,2020-12-09,5,4,78,19
00004939,2022-04-27,11,3,98,35
00004940,2021-05-30,4,11,24,68
00004941,2022-11-26,18,14,67,78
00004942,2020-04-21,12,8,65,37
00004943,2022-09-16,17,5,34,9
00004944,2021-01-14,2,10,51,2
00004945,2021-12-18,6,4,81,99
00004946,2021-06-20,10,18,54,46
00004947,2020-01-23,8,13,77,92
00004948,2020-02-20,3,9,60,34
00004949,2020-03-08,29,11,19,77
00004950,2020-03-08,31,5,18,48
00004951,2020-06-26,5,19,55,18
00004952,2022-03-01,7,19,88,60
00004953,2020-11-06,14,4,50,81
00004954,2021-01-04,13,10,84,50
00004955,2021-10-30,32,9,57,19
00004956,2022-03-13,6,3,66,89
00004957,2022-07-30,23,3,36,21
00004958,2021-09-07,30,3,64,68
00004959,2022-03-10,8,10,29,37
00004960,2021-12-24,23,7,88,85
00004961,2022-01-07,30,11,73,63
00004962,2021-10-30,2,6,64,19
00004963,2020-12-26,26,2,40,81
00004964,2022-11-21,27,19,80,76
00004965,2021-03-27,27,3,34,5
00004966,2021-10-30,10,19,46,45
00004967,2020-08-24,18,17,4,35
00004968,2021-12-26,5,14,52,19
00004969,2022-01-12,28,6,30,52
00004970,2020-06-11,31,20,18,5
00004971,2022-07-30,13,13,57,53
00004972,2021-02-05,5,17,55,73
00004973,2021-08-07,29,12,32,16
00004974,2021-08-18,28,13,83,65
00004975,2022-10-30,27,7,60,15
00004976,2020-08-18,6,17,51,44
00004977,2021-07-30,32,10,6,18
00004978,2022-11-20,3,1,53,81
00004979,2022-02-03,10,16,74,49
00004980,2022-04-17,5,3,81,97
00004981,2020-08-05,4,19,29,15
00004982,2020-06-08,29,4,58,68
00004983,2020-03-07,22,13,53,75
00004984,2021-06-14,19,5,33,53
00004985,2020-10-30,27,3,14,33
00004986,2021-08-20,27,14,31,46
00004987,2020-08-13,24,8,60,69
00004988,2020-03-26,7,8,84,32
00004989,2020-08-30,10,15,2,19
00004990,2020-10-30,26,7,72,7
00004991,2021-12-05,11,16,69,49
00004992,2020-05-30,22,10,62,50
00004993,2020-06-11,16,16,6,39
00004994,2021-01-31,2,14,54,61
00004995,2021-07-01,6,16,98,60
00004996,2022-04-09,7,15,31,38
00004997,2020-03-27,12,8,97,37
00004998,2022-12-22,14,17,10,80
00004999,2020-01-14,9,10,68,22
00005000,2022-04-11,17,20,62,40
00005001,2021-05-30,24,6,56,42
00005002,2022-09-11,30,3,3,22
00005003,2022-05-30,19,15,9,37
00005004,2021-09-26,17,4,16,12
00005005,2021-10-30,18,3,90,74
00005006,2021-05-30,29,4,91,2
00005007,2022-05-30,13,15,44,49
00005008,2020-05-30,27,18,67,67
00005009,2022-09-02,14,6,13,8
00005010,2021-05-30,5,19,71,62
00005011,2020-03-01,6,18,82,49
00005012,2020-06-07,21,12,78,16
00005013,2022-11-27,28,8,52,74
00005014,2020-09-10,25,8,97,49
00005015,2021-12-19,3,3,46,4
00005016,2020-12-18,22,16,17,57
00005017,2020-07-30,32,11,62,66
00005018,2021-10-30,23,7,23,40
00005019,2021-07-30,19,9,76,68
00005020,2020-06-01,9,20,52,37
00005021,2021-04-02,1,12,15,59
00005022,2022-01-22,18,15,62,56
00005023,2020-10-30,8,1,37,76
00005024,2021-02-03,16,11,85,32
00005025,2021-10-30,21,19,96,43
00005026,2022-03-18,19,16,60,84
00005027,2020-04-19,14,16,15,85
00005028,2022-05-30,29,20,100,90
00005029,2020-08-24,26,1,2,30
00005030,2021-11-06,23,17,4,21
00005031,2022-11-10,1,8,11,10
00005032,2022-09-30,18,8,5,74
00005033,2021-06-01,26,17,21,33
00005034,2021-08-10,23,2,97,55
00005035,2020-07-30,8,13,33,8
00005036,2021-04-12,26,14,51,83
00005037,2021-05-30,19,16,9,9
00005038,2021-05-30,7,16,23,28
00005039,2022-03-03,10,17,30,69
00005040,2022-11-05,16,18,80,39
00005041,2020-06-06,28,10,61,5
00005042,2022-03-25,5,18,30,12
00005043,2020-12-01,8,1,87,6
00005044,2022-05-30,5,7,31,1
00005045,2022-08-02,16,12,79,78
00005046,2021-01-05,14,14,64,34
00005047,2020-03-22,29,20,65,59
00005048,2021-07-30,9,12,72,31
00005049,2021-08-07,22,14,45,47
00005050,2020-11-03,30,16,29,71
00005051,2022-03-24,5,13,20,81
00005052,2021-06-17,17,12,58,66
00005053,2021-03-19,18,20,71,100
00005054,2021-12-06,5,8,6,80
00005055,2022-01-12,19,6,14,15
00005056,2020-11-10,24,18,17,88
00005057,2022-12-18,25,2,99,7
00005058,2022-03-02,7,14,84,39
00005059,2021-04-24,10,17,20,33
00005060,2020-05-30,23,2,15,5
00005061,2021-05-30,31,2,53,18
00005062,2021-11-17,13,3,36,100
00005063,2021-10-30,8,10,74,11
00005064,2021-05-30,22,15,58,97
00005065,2021-04-25,23,17,74,15
00005066,2020-06-05,17,4,94,91
00005067,2022-01-19,27,14,43,2
00005068,2022-09-03,14,7,52,56
00005069,2020-02-18,8,10,79,63
00005070,2022-04-28,3,12,67,35
00005071,2021-10-01,20,18,1,60
00005072,2020-09-21,23,16,30,81
00005073,2021-10-30,28,8,35,27
00005074,2020-07-30,10,14,93,6
00005075,2022-10-30,1,16,81,74
00005076,2022-07-30,18,3,79,81
00005077,2022-10-30,1,14,30,58
00005078,2022-01-21,9,7,14,15
00005079,2020-12-05,32,17,44,63
00005080,2020-02-28,19,18,6,13
00005081,2020-02-10,17,19,62,56
00005082,2021-12-10,19,18,52,5
00005083,2021-02-09,10,6,12,92
00005084,2021-03-26,25,4,70,46
00005085,2020-04-16,15,3,66,63
00005086,2021-11-27,14,18,80,4
00005087,2020-05-30,17,2,93,77
00005088,2020-04-03,11,13,56,16
00005089,2022-09-16,9,12,70,82
00005090,2022-01-01,16,19,48,30
00005091,2020-01-04,8,11,36,8
00005092,2022-09-02,32,10,6,77
00005093,2022-08-04,25,12,84,59
00005094,2020-03-23,2,20,61,48
00005095,2022-01-31,14,11,8,87
00005096,2020-01-19,24,9,97,76
00005097,2022-01-05,5,1,73,27
00005098,2021-02-16,5,19,55,89
00005099,2021-01-14,7,13,34,69
00005100,2020-12-13,4,10,78,51
00005101,2022-10-30,17,13,74,74
00005102,2020-02-12,29,1,66,80
00005103,2022-01-02,16,19,25,51
00005104,2022-08-19,16,7,19,20
00005105,2021-09-08,10,1,13,88
00005106,2022-08-28,22,20,29,30
00005107,2020-07-30,4,7,25,9
00005108,2021-04-12,11,11,50,37
00005109,2021-04-22,21,3,66,99
00005110,2021-01-18,20,13,14,50
00005111,2020-10-30,14,16,49,27
00005112,2020-09-07,8,7,33,24
00005113,2021-12-02,1,15,43,19
00005114,2022-08-30,24,9,57,10
00005115,2021-01-04,14,1,48,25
00005116,2022-10-30,8,13,82,49
00005117,2022-01-18,23,14,27,74
00005118,2020-03-31,14,20,39,86
00005119,2020-07-30,30,6,7,56
00005120,2020-02-15,23,8,44,43
00005121,2022-06-08,11,15,86,41
00005122,2021-04-22,6,12,17,79
00005123,2021-05-30,17,9,9,76
00005124,2020-09-24,26,4,86,47
00005125,2022-02-18,13,3,9,80
00005126,2020-02-01,27,4,31,95
00005127,2022-01-05,5,2,56,49
00005128,2021-08-24,9,3,48,50
00005129,2021-10-30,18,12,94,16
00005130,2020-09-12,9,14,33,50
00005131,2022-08-27,6,13,53,17
00005132,2020-04-24,11,5,2,97
00005133,2020-02-01,8,11,18,50
00005134,2021-02-28,13,5,12,76
00005135,2021-06-24,5,20,83,28
00005136,2020-12-11,17,5,55,75
00005137,2022-11-01,19,1,82,64
00005138,2022-12-12,30,4,44,89
00005139,2020-12-21,8,17,45,56
00005140,2022-10-30,29,8,83,20
00005141,2022-04-11,27,16,27,16
00005142,2022-11-25,31,12,6,77
00005143,2020-06-07,21,8,76,100
00005144,2020-11-12,28,19,22,67
00005145,2020-03-16,21,20,50,87
00005146,2022-04-26,19,5,31,81
00005147,2020-08-28,29,20,34,73
00005148,2022-08-28,19,2,85,71
00005149,2022-04-28,18,7,83,80
00005150,2020-10-30,20,14,65,74
00005151,2021-07-30,3,6,78,89
00005152,2022-12-14,30,3,61,55
00005153,2021-03-03,29,4,53,53
00005154,2022-12-14,11,6,73,5
00005155,2020-02-15,10,2,28,92
00005156,2021-07-30,29,12,5,82
00005157,2022-07-30,30,13,15,82
00005158,2021-10-30,6,4,3,76
00005159,2020-09-22,1,1,92,29
00005160,2020-12-21,4,17,81,39
00005161,2020-11-22,22,3,27,48
00005162,2021-06-27,18,15,23,85
00005163,2020-07-30,29,8,40,72
00005164,2022-05-30,17,7,54,56
00005165,2022-10-30,13,4,19,48
00005166,2020-10-30,19,13,43,81
00005167,2020-09-21,14,3,68,55
00005168,2020-08-25,19,1,14,79
00005169,2020-12-01,13,19,50,97
00005170,2020-07-30,3,3,9,75
00005171,2021-05-30,30,6,31,75
00005172,2021-07-30,28,12,40,79
00005173,2022-08-09,25,8,8,38
00005174,2020-12-30,16,13,60,59
00005175,2020-03-25,27,7,90,61
00005176,2021-06-15,29,4,5,54
00005177,2021-12-12,1,6,97,68
00005178,2022-07-30,27,5,88,53
00005179,2020-06-07,23,4,18,21
00005180,2021-04-08,17,15,53,52
00005181,2020-04-19,28,7,36,27
00005182,2020-07-30,14,7,83,3
00005183,2021-01-28,11,6,55,2
00005184,2022-10-30,30,15,43,77
00005185,2020-04-15,24,18,22,74
00005186,2020-10-30,25,8,38,27
00005187,2020-01-01,9,7,65,80
00005188,2022-05-30,24,17,10,79
00005189,2022-05-30,23,3,85,97
00005190,2020-10-30,8,6,43,100
00005191,2022-09-28,18,14,49,62
00005192,2020-07-30,26,13,74,3
00005193,2022-06-05,21,16,66,25
00005194,2020-10-30,20,13,18,19
00005195,2021-02-24,2,16,91,59
00005196,2022-06-04,10,8,100,37
00005197,2022-04-07,16,20,88,80
00005198,2022-12-14,5,19,50,56
00005199,2022-08-16,13,7,25,44
00005200,2020-12-14,21,19,36,8
00005201,2021-10-30,20,5,76,52
00005202,2020-08-26,15,14,96,86
00005203,2021-01-05,1,8,85,39
00005204,2020-03-01,7,11,33,92
00005205,2021-09-16,26,14,21,60
00005206,2020-03-03,30,13,59,29
00005207,2021-04-06,9,16,55,66
00005208,2021-11-18,6,17,35,86
00005209,2020-09-10,18,12,92,23
00005210,2022-08-13,10,16,35,4
00005211,2020-05-30,18,10,100,23
00005212,2022-01-02,19,11,45,13
00005213,2021-10-30,22,13,5,6
00005214,2020-06-07,25,4,13,51
00005215,2021-05-30,26,19,25,28
00005216,2021-04-09,18,15,16,49
00005217,2020-05-30,31,14,31,17
00005218,2021-08-24,13,1,28,79
00005219,2021-09-26,28,5,72,70
00005220,2022-10-30,19,3,26,6
00005221,2021-11-02,4,13,17,1
00005222,2020-06-04,27,7,67,43
00005223,2021-04-24,8,19,50,64
00005224,2022-07-30,4,19,58,79
00005225,2020-06-18,25,14,8,15
00005226,2022-02-25,4,7,36,83
00005227,2021-02-28,10,5,55,83
00005228,2022-05-30,24,10,94,26
00005229,2021-05-30,27,11,52,31
00005230,2020-04-24,8,19,56,57
00005231,2021-06-08,16,11,66,14
00005232,2020-03-30,32,4,77,95
00005233,2020-09-11,8,9,22,75
00005234,2022-09-13,27,3,57,93
00005235,2020-07-30,30,14,67,81
00005236,2020-02-18,3,14,7,83
00005237,2021-06-30,25,9,33,43
00005238,2022-02-28,13,9,55,2
00005239,2020-03-02,13,20,86,75
00005240,2020-09-28,12,16,42,19
00005241,2020-06-06,4,4,14,95
00005242,2021-03-08,7,15,78,32
00005243,2022-04-20,4,2,61,20
00005244,2022-11-05,19,9,88,2
00005245,2021-12-01,16,16,85,28
00005246,2022-11-02,12,20,52,71
00005247,2021-09-13,15,17,76,13
00005248,2022-08-12,3,6,41,87
00005249,2022-11-13,13,17,79,35
00005250,2020-01-20,30,2,61,64
00005251,2021-01-19,13,19,82,63
00005252,2020-04-15,1,16,5,20
00005253,2020-04-28,13,8,96,68
00005254,2020-12-12,17,15,25,100
00005255,2022-06-15,13,8,34,18
00005256,2022-12-28,22,9,83,14
00005257,2022-08-23,3,16,47,76
00005258,2022-03-04,7,3,46,46
00005259,2022-10-30,3,19,22,95
00005260,2022-01-04,29,11,64,50
00005261,2022-11-14,32,11,56,36
00005262,2022-05-30,28,10,19,24
00005263,2021-02-28,9,13,48,56
00005264,2022-08-08,24,8,71,25
00005265,2021-02-14,4,2,86,92
00005266,2022-02-26,6,7,29,76
00005267,2021-09-05,23,7,40,37
00005268,2020-03-03,13,20,13,11
00005269,2022-10-30,24,2,10,39
00005270,2021-03-19,17,18,21,94
00005271,2022-04-17,30,9,92,41
00005272,2020-03-27,20,20,81,9
00005273,2022-01-05,12,5,26,33
00005274,2021-12-01,30,4,31,52
00005275,2020-07-30,17,2,46,49
00005276,2020-01-04,20,11,47,80
00005277,2021-11-10,14,6,40,22
00005278,2022-12-18,30,10,26,47
00005279,2022-03-25,10,9,19,99
00005280,2020-11-27,17,18,83,20
00005281,2022-11-28,19,9,72,83
00005282,2020-09-20,9,13,23,13
00005283,2022-05-30,15,10,4,61
00005284,2021-03-10,12,9,2,23
00005285,2021-06-07,17,17,13,82
00005286,2021-10-30,18,14,77,26
00005287,2020-08-18,18,19,67,33
00005288,2022-05-30,30,19,47,12
00005289,2020-10-30,22,4,68,37
00005290,2021-04-15,18,13,24,97
00005291,2020-07-30,21,2,61,72
00005292,2020-11-21,16,16,25,39
00005293,2021-08-01,8,11,57,44
00005294,2021-07-30,20,13,65,57
00005295,2020-07-30,8,8,61,84
00005296,2020-04-23,9,9,78,39
00005297,2022-02-03,7,12,71,52
00005298,2020-08-21,22,6,11,52
00005299,2020-02-28,15,20,48,98
00005300,2020-01-20,14,12,95,71
00005301,2021-08-24,15,7,80,50
00005302,2021-03-23,7,15,40,20
00005303,2021-04-01,6,9,61,100
00005304,2021-12-25,31,11,4,48
00005305,2020-01-01,14,13,61,46
00005306,2022-04-18,11,1,19,88
00005307,2022-02-02,9,2,31,47
00005308,2020-09-13,14,12,51,49
00005309,2021-05-30,3,15,9,39
00005310,2022-04-23,1,8,100,85
00005311,2022-11-02,29,4,9,85
00005312,2020-12-21,13,15,42,90
00005313,2020-06-17,27,6,97,49
00005314,2022-05-30,20,10,93,1
00005315,2021-08-12,29,17,38,25
00005316,2020-06-09,32,18,4,39
00005317,2020-06-05,12,9,11,22
00005318,2022-10-30,14,10,74,88
00005319,2021-03-14,14,1,14,45
00005320,2021-06-29,28,8,12,86
00005321,2021-10-30,17,2,80,95
00005322,2022-08-12,9,7,7,43
00005323,2022-07-30,13,4,1,29
00005324,2020-10-30,14,14,35,10
00005325,2022-09-02,7,12,50,24
00005326,2021-06-14,26,15,58,97
00005327,2021-09-30,15,8,96,86
00005328,2021-11-10,21,11,8,61
00005329,2021-02-26,28,18,26,15
00005330,2022-12-04,24,6,37,84
00005331,2021-03-06,16,1,26,49
00005332,2020-07-30,31,9,81,40
00005333,2021-06-29,5,2,22,2
00005334,2022-02-15,18,6,16,50
00005335,2022-01-14,7,10,23,28
00005336,2022-03-18,16,12,26,38
00005337,2020-04-02,13,13,9,9
00005338,2022-03-13,7,11,97,26
00005339,2022-11-06,28,3,40,29
00005340,2022-10-30,2,15,79,15
00005341,2020-07-30,5,7,10,26
00005342,2021-08-07,27,8,25,74
00005343,2022-04-10,19,7,23,7
00005344,2020-10-30,32,12,73,35
00005345,2021-08-14,3,4,94,39
00005346,2020-05-30,26,6,42,5
00005347,2021-09-04,8,10,22,39
00005348,2021-12-17,13,7,1,38
00005349,2020-01-23,9,2,20,67
00005350,2020-08-04,9,17,70,29
00005351,2020-04-18,29,4,78,55
00005352,2021-05-30,6,19,40,95
00005353,2020-03-23,15,1,53,36
00005354,2020-07-30,21,16,52,60
00005355,2021-01-12,6,4,55,57
00005356,2022-03-10,27,14,47,47
00005357,2022-04-29,22,12,88,88
00005358,2022-03-08,16,13,63,10
00005359,2020-01-12,17,9,9,16
00005360,2021-07-01,13,12,55,42
00005361,2022-05-30,31,7,92,22
00005362,2020-05-30,9,16,80,16
00005363,2020-02-02,24,11,22,87
00005364,2022-05-30,9,8,11,48
00005365,2021-07-30,17,2,77,23
00005366,2020-08-12,16,7,3,92
00005367,2020-03-09,15,14,39,11
00005368,2021-11-19,32,17,80,67
00005369,2020-02-03,7,11,46,71
00005370,2020-07-30,19,2,78,76
00005371,2021-11-23,30,16,73,25
00005372,2020-03-23,14,20,98,68
00005373,2022-02-28,30,10,36,15
00005374,2022-11-17,5,9,99,76
00005375,2020-05-30,24,12,79,64
00005376,2022-05-30,3,3,57,22
00005377,2022-12-03,27,14,47,85
00005378,2022-09-17,23,11,63,22
00005379,2021-01-05,5,15,7,97
00005380,2020-06-24,26,2,2,12
00005381,2021-12-15,2,13,68,19
00005382,2020-12-23,21,12,33,20
00005383,2021-10-30,7,9,38,30
00005384,2020-11-10,15,8,6,41
00005385,2022-01-18,20,4,54,86
00005386,2022-03-11,16,10,93,91
00005387,2022-09-28,27,19,20,18
00005388,2021-07-30,7,19,5,6
00005389,2021-01-26,15,4,82,82
00005390,2020-03-13,15,17,96,85
