FOLIO,FECHA,ESTADO,CIUDAD,TIENDA,EMPLEADO
00001632,20/jun/21,21,8,41,4
00001633,30/abr/21,6,12,5,72
00001634,30/sep/20,27,18,8,2
00001635,17/ene/22,7,18,65,1
00001636,29/dic/22,30,6,23,65
00001637,02/dic/20,17,13,21,52
00001638,19/feb/21,9,19,95,47
00001639,17/ene/21,12,1,61,93
00001640,23/jun/21,29,8,17,91
00001641,01/feb/21,25,16,96,57
00001642,27/dic/22,3,4,78,89
00001643,01/nov/22,26,12,42,68
00001644,30/jul/21,2,12,47,96
00001645,06/sep/22,28,11,44,86
00001646,30/dic/22,18,9,18,2
00001647,30/jul/20,27,5,50,78
00001648,08/abr/21,18,17,2,32
00001649,30/jul/21,10,5,1,75
00001650,30/oct/22,26,2,30,64
00001651,30/nov/22,10,10,71,41
00001652,08/nov/21,6,9,57,68
00001653,19/sep/21,13,18,10,41
00001654,21/feb/21,28,10,35,21
00001655,30/jul/22,31,5,84,42
00001656,20/abr/21,3,10,67,54
00001657,12/mar/21,31,13,59,17
00001658,05/jun/21,23,10,94,17
00001659,12/mar/21,8,20,89,53
00001660,30/jul/20,30,9,42,49
00001661,11/jun/21,30,10,65,68
00001662,14/abr/22,19,13,71,38
00001663,30/jul/22,27,15,63,5
00001664,22/ene/20,23,14,51,44
00001665,04/ene/22,8,2,67,62
00001666,25/dic/22,1,8,42,20
00001667,30/oct/20,23,10,92,22
00001668,26/ago/22,8,19,29,47
00001669,11/jun/20,16,4,6,95
00001670,30/may/20,12,18,77,29
00001671,24/mar/21,24,16,51,15
00001672,12/ene/20,12,1,20,12
00001673,30/jul/20,2,13,38,53
00001674,26/sep/20,19,3,79,59
00001675,17/feb/20,5,15,26,32
00001676,07/jun/22,29,6,84,13
00001677,19/sep/21,8,2,10,75
00001678,30/jul/20,16,1,9,6
00001679,25/sep/22,16,9,68,57
00001680,30/sep/21,18,18,67,98
00001681,21/feb/22,2,5,18,83
00001682,30/jul/21,20,19,59,71
00001683,30/jul/21,27,3,83,58
00001684,17/dic/20,29,18,70,61
00001685,30/dic/21,31,11,68,33
00001686,06/abr/20,29,3,5,61
00001687,31/nov/22,2,4,64,85
00001688,30/jul/22,19,12,57,11
00001689,12/feb/22,2,19,97,28
00001690,11/nov/20,16,11,54,90
00001691,26/mar/20,14,1,2,9
00001692,24/abr/22,27,10,51,71
00001693,02/jun/21,27,3,63,79
00001694,20/abr/22,3,17,38,67
00001695,06/abr/21,15,13,91,2
00001696,02/jun/20,3,2,52,43
00001697,30/jul/21,30,4,16,26
00001698,16/ago/20,26,17,15,13
00001699,03/nov/22,10,13,64,80
00001700,25/ago/20,7,13,93,71
00001701,26/nov/21,19,11,82,82
00001702,01/feb/22,14,15,70,24
00001703,21/sep/20,28,7,89,42
00001704,03/ago/21,22,17,74,30
00001705,19/feb/20,21,2,68,97
00001706,10/abr/20,28,9,89,54
00001707,01/ago/20,9,4,59,91
00001708,23/dic/20,11,14,69,28
00001709,04/sep/22,27,12,86,20
00001710,28/jun/20,19,20,45,70
00001711,13/ago/21,14,2,2,53
00001712,22/dic/20,15,1,63,40
00001713,14/abr/21,2,14,10,73
00001714,20/abr/20,19,8,63,68
00001715,22/ene/20,22,13,30,7
00001716,05/dic/22,16,16,72,69
00001717,23/sep/20,29,4,20,88
00001718,30/may/22,14,12,73,83
00001719,05/dic/22,1,12,44,83
00001720,07/dic/20,17,2,30,55
00001721,28/feb/21,19,19,84,11
00001722,18/feb/20,4,7,33,9
00001723,30/oct/22,11,9,58,64
00001724,12/jun/21,25,6,86,42
00001725,20/sep/20,28,4,74,36
00001726,23/nov/22,23,9,23,94
00001727,12/jun/22,29,7,42,23
00001728,04/ago/22,22,10,26,93
00001729,17/dic/21,6,4,21,28
00001730,05/feb/22,29,12,96,13
00001731,15/mar/22,27,10,5,11
00001732,19/feb/22,12,11,36,23
00001733,13/feb/21,29,20,57,20
00001734,30/dic/20,19,7,30,42
00001735,25/ene/22,4,5,72,36
00001736,19/ago/22,28,20,35,5
00001737,27/ene/21,18,9,30,29
00001738,20/nov/20,2,10,89,86
00001739,29/mar/21,3,12,73,92
00001740,30/may/22,17,5,94,25
00001741,02/ene/20,25,17,97,82
00001742,14/abr/20,27,4,31,12
00001743,01/ago/22,26,16,2,39
00001744,21/mar/22,6,10,44,21
00001745,11/nov/20,29,8,45,6
00001746,10/nov/22,31,14,25,57
00001747,27/dic/22,29,1,25,25
00001748,30/jul/22,26,4,64,86
00001749,06/jun/20,31,7,78,73
00001750,17/jun/22,25,6,62,88
00001751,26/jun/20,8,9,27,88
00001752,30/abr/22,13,4,96,94
00001753,29/ene/21,3,1,44,33
00001754,09/nov/22,21,20,41,50
00001755,29/ene/21,9,4,45,34
00001756,30/may/21,1,15,32,67
00001757,19/nov/20,18,15,82,69
00001758,16/feb/21,7,3,46,5
00001759,22/feb/21,21,16,71,37
00001760,30/abr/21,1,18,89,28
00001761,11/mar/20,3,17,50,90
00001762,28/nov/21,11,2,86,29
00001763,29/jun/20,17,11,21,53
00001764,14/jun/20,32,12,52,9
00001765,27/abr/22,26,6,94,18
00001766,11/dic/20,24,1,13,13
00001767,23/ene/21,15,11,29,87
00001768,30/jul/22,26,11,16,99
00001769,09/nov/22,16,11,4,3
00001770,30/may/21,2,10,79,7
00001771,30/oct/21,10,8,25,27
00001772,30/may/20,28,10,97,32
00001773,12/abr/22,10,20,70,33
00001774,04/ene/21,12,20,14,51
00001775,05/abr/20,16,7,48,25
00001776,31/jun/21,18,10,17,41
00001777,16/feb/21,23,19,5,63
00001778,30/may/22,14,3,25,65
00001779,03/nov/22,25,1,66,27
00001780,30/oct/21,28,13,42,88
00001781,16/ene/22,31,16,31,92
00001782,30/oct/21,22,8,91,89
00001783,30/oct/21,19,8,83,35
00001784,01/ago/20,22,14,13,22
00001785,14/ene/22,30,9,18,86
00001786,30/may/20,27,16,64,99
00001787,30/may/22,8,12,46,30
00001788,27/abr/21,9,2,4,58
00001789,30/sep/21,2,16,17,56
00001790,19/feb/22,5,18,65,55
00001791,30/jul/20,24,7,3,72
00001792,26/ene/22,9,9,33,90
00001793,30/oct/22,14,15,73,93
00001794,26/mar/21,14,8,98,37
00001795,12/jun/20,27,2,93,87
00001796,10/ene/20,6,16,82,68
00001797,20/ene/21,7,11,52,9
00001798,08/ago/21,27,4,77,47
00001799,18/dic/20,9,9,19,12
00001800,17/ago/20,5,13,65,3
00001801,30/jul/21,11,15,58,4
00001802,15/mar/20,10,10,62,42
00001803,30/nov/22,7,18,6,17
00001804,29/nov/22,21,11,3,83
00001805,14/nov/20,17,12,5,84
00001806,30/oct/20,7,5,84,30
00001807,30/jul/21,27,14,16,5
00001808,08/nov/21,28,1,52,73
00001809,13/jun/21,26,15,77,39
00001810,27/jun/22,6,6,24,71
00001811,10/ago/20,9,5,2,17
00001812,30/may/21,31,11,61,81
00001813,30/may/20,25,12,86,32
00001814,02/feb/22,30,17,54,32
00001815,30/ago/20,21,3,52,100
00001816,30/may/20,21,3,84,73
00001817,22/ene/22,15,11,74,82
00001818,03/mar/21,21,19,15,63
00001819,10/feb/22,19,15,81,2
00001820,15/ago/20,16,7,26,49
00001821,11/mar/21,9,10,20,42
00001822,06/ene/20,8,19,57,44
00001823,30/may/22,22,12,5,73
00001824,11/dic/21,27,2,31,28
00001825,25/mar/21,10,19,34,52
00001826,28/jun/20,31,8,11,10
00001827,28/nov/22,4,5,31,83
00001828,11/jun/20,14,8,16,57
00001829,04/dic/21,17,9,36,26
00001830,05/mar/22,24,7,85,92
00001831,30/oct/20,31,7,46,33
00001832,16/feb/21,6,18,8,18
00001833,12/mar/22,8,9,88,86
00001834,11/feb/20,11,12,14,77
00001835,30/may/20,16,13,44,93
00001836,30/may/22,1,10,12,56
00001837,26/ago/22,20,14,64,38
00001838,30/oct/21,15,10,33,53
00001839,27/feb/22,31,3,22,25
00001840,19/ago/21,13,1,31,36
00001841,09/ago/21,32,16,19,19
00001842,07/mar/20,12,6,1,95
00001843,03/ago/20,31,14,39,32
00001844,30/oct/21,26,11,28,99
00001845,31/ene/22,6,9,60,89
00001846,04/feb/22,9,12,23,70
00001847,08/dic/22,29,8,39,41
00001848,10/sep/22,10,20,31,86
00001849,30/jul/20,18,9,82,40
00001850,30/oct/20,8,5,36,39
00001851,02/feb/21,10,11,88,12
00001852,18/nov/22,1,16,60,12
00001853,30/jul/21,26,6,79,44
00001854,09/feb/21,27,7,92,50
00001855,30/jun/20,18,8,48,56
00001856,16/jun/22,32,4,75,34
00001857,18/jun/22,7,9,85,25
00001858,05/jun/21,28,17,67,26
00001859,28/ago/21,13,15,95,40
00001860,03/nov/22,28,13,81,6
00001861,07/ago/21,31,14,60,46
00001862,12/mar/22,8,1,88,4
00001863,30/jul/20,30,7,22,5
00001864,30/jul/20,9,1,80,66
00001865,05/nov/22,14,15,14,45
00001866,23/ene/21,30,12,2,26
00001867,30/oct/22,32,2,80,88
00001868,29/dic/21,4,6,99,34
00001869,28/ago/21,17,5,49,53
00001870,24/mar/22,21,2,58,78
00001871,19/sep/22,16,20,12,4
00001872,30/may/20,11,5,51,90
00001873,13/ago/22,32,10,100,23
00001874,22/feb/21,2,8,97,70
00001875,20/dic/22,17,14,31,24
00001876,19/ene/22,26,12,44,57
00001877,29/dic/20,4,8,70,1
00001878,11/nov/20,12,5,44,90
00001879,11/feb/21,2,14,16,58
00001880,13/jun/22,31,9,35,7
00001881,07/ene/22,19,4,66,63
00001882,24/ene/22,24,11,99,44
00001883,19/sep/22,22,8,87,6
00001884,11/ene/22,22,15,18,77
00001885,13/abr/20,24,16,42,92
00001886,20/jun/21,17,15,97,54
00001887,08/sep/20,32,3,54,65
00001888,14/nov/20,7,18,4,51
00001889,08/ago/21,28,12,95,35
00001890,22/sep/21,9,15,16,15
00001891,19/mar/21,25,1,39,45
00001892,21/dic/21,14,14,78,10
00001893,14/nov/20,4,13,59,45
00001894,30/oct/22,16,4,57,7
00001895,09/abr/22,30,11,92,67
00001896,08/ene/21,8,6,86,27
00001897,21/jun/21,22,17,88,20
00001898,02/jun/22,17,3,62,66
00001899,09/ene/21,9,18,71,55
00001900,30/jul/20,18,13,52,38
00001901,12/feb/21,23,5,35,21
00001902,30/jul/20,8,5,16,12
00001903,31/ago/21,30,16,71,94
00001904,31/ene/22,11,1,93,42
00001905,30/jul/20,5,15,14,38
00001906,30/oct/21,29,1,61,36
00001907,05/mar/20,29,13,86,42
00001908,21/dic/20,30,9,90,74
00001909,07/mar/22,3,10,5,83
00001910,02/nov/22,29,17,78,93
00001911,30/jul/20,26,19,29,15
00001912,30/may/21,24,4,17,33
00001913,17/dic/20,24,12,66,23
00001914,30/jul/20,17,11,37,67
00001915,31/abr/21,11,14,71,70
00001916,24/jun/21,23,12,73,45
00001917,15/ene/22,11,2,72,44
00001918,27/nov/22,21,9,67,66
00001919,12/abr/20,3,3,7,12
00001920,14/sep/22,8,11,23,6
00001921,30/may/20,1,17,68,22
00001922,09/feb/20,8,18,33,94
00001923,14/jun/22,6,19,54,99
00001924,20/abr/20,12,17,78,16
00001925,28/nov/22,18,2,67,18
00001926,22/mar/20,10,10,79,51
00001927,01/mar/21,9,12,11,52
00001928,27/abr/21,14,18,22,44
00001929,30/jul/21,3,2,94,54
00001930,28/ene/20,9,14,54,64
00001931,22/abr/20,6,8,59,79
00001932,13/jun/21,7,7,69,57
00001933,01/dic/22,5,16,34,20
00001934,30/jul/20,31,2,73,24
00001935,04/sep/20,10,2,95,72
00001936,30/oct/22,22,1,69,52
00001937,12/nov/21,22,1,82,93
00001938,30/nov/20,24,17,46,7
00001939,11/feb/22,28,17,53,100
00001940,26/ago/20,26,13,16,1
00001941,30/oct/20,29,8,19,68
00001942,03/mar/21,32,18,36,44
00001943,01/feb/20,13,16,56,82
00001944,09/ene/22,14,9,78,25
00001945,21/ago/20,4,6,57,64
00001946,30/may/22,23,13,90,100
00001947,27/mar/22,11,14,47,92
00001948,04/mar/21,28,8,30,9
00001949,04/sep/21,28,18,20,45
00001950,01/abr/22,12,12,17,54
00001951,30/oct/22,16,16,5,53
00001952,24/mar/22,2,2,81,44
00001953,30/may/22,24,17,75,12
00001954,29/ene/21,9,9,64,7
00001955,30/may/22,2,20,7,89
00001956,26/jun/20,22,11,85,92
00001957,17/nov/22,17,11,40,45
00001958,15/nov/20,2,7,51,1
00001959,08/feb/20,28,10,54,16
00001960,30/may/21,14,5,18,82
00001961,30/jul/22,11,8,25,91
00001962,28/jun/20,3,19,33,56
00001963,27/nov/22,10,14,55,91
00001964,04/feb/21,26,5,79,48
00001965,10/sep/21,20,16,20,50
00001966,30/may/20,25,18,31,86
00001967,30/oct/21,6,2,37,3
00001968,30/may/21,11,7,58,65
00001969,06/feb/21,5,17,84,19
00001970,26/abr/21,11,10,57,21
00001971,20/feb/20,19,18,51,99
00001972,15/abr/21,7,15,10,31
00001973,30/may/22,6,19,54,57
00001974,30/may/22,14,12,21,48
00001975,13/dic/21,25,1,70,60
00001976,22/mar/20,14,20,53,14
00001977,30/may/20,4,10,71,66
00001978,10/jun/22,14,14,37,95
00001979,26/sep/21,3,20,18,17
00001980,06/feb/21,31,8,28,6
00001981,07/ene/22,24,7,49,61
00001982,30/jul/20,14,7,70,35
00001983,14/sep/21,19,18,70,8
00001984,18/abr/20,6,16,67,90
00001985,30/oct/22,10,13,90,43
00001986,30/may/22,14,4,89,57
00001987,15/nov/21,14,19,34,70
00001988,30/oct/20,13,14,84,35
00001989,18/ago/20,30,18,56,76
00001990,08/mar/20,11,14,73,73
00001991,25/ago/21,22,10,65,98
00001992,30/jul/21,22,14,14,79
00001993,08/mar/20,32,11,77,15
00001994,28/sep/21,16,9,70,81
00001995,15/sep/20,9,3,63,85
00001996,04/feb/22,32,14,94,60
00001997,22/dic/22,4,9,44,43
00001998,14/dic/22,2,19,82,96
00001999,07/feb/20,6,5,2,59
00002000,20/dic/20,13,2,9,57
00002001,05/feb/20,22,3,57,1
00002002,16/jun/20,19,9,89,91
00002003,20/jun/22,3,6,91,46
00002004,14/jun/22,21,10,6,68
00002005,05/abr/20,1,13,56,21
00002006,30/jul/20,32,19,4,97
00002007,24/ene/21,22,11,87,92
00002008,27/nov/21,27,3,20,85
00002009,09/feb/21,19,15,53,3
00002010,31/abr/21,17,7,57,25
00002011,21/sep/21,21,13,25,69
00002012,30/may/20,18,14,33,85
00002013,30/jul/22,8,11,22,69
00002014,02/ene/21,19,12,7,23
00002015,02/jun/20,19,11,25,67
00002016,25/abr/20,28,11,92,79
00002017,02/dic/21,16,1,50,6
00002018,30/oct/20,17,10,11,82
00002019,22/abr/21,25,10,64,47
00002020,04/feb/22,20,17,50,56
00002021,19/abr/20,1,18,82,72
00002022,23/ago/21,29,4,35,43
00002023,29/dic/20,16,12,96,32
00002024,14/jun/20,15,10,8,41
00002025,09/dic/20,27,15,56,88
00002026,21/ene/21,10,5,24,92
00002027,18/jun/22,8,12,30,47
00002028,14/mar/22,2,5,23,69
00002029,23/abr/21,16,3,97,37
00002030,30/jul/22,13,2,29,39
00002031,26/mar/21,19,11,36,63
00002032,30/oct/21,19,19,45,23
00002033,30/oct/21,12,10,15,97
00002034,12/sep/21,16,19,96,58
00002035,04/abr/21,14,16,38,98
00002036,28/feb/20,5,11,37,97
00002037,12/nov/21,28,5,83,55
00002038,05/feb/21,3,17,25,81
00002039,30/may/22,1,4,12,62
00002040,20/jun/21,23,9,57,31
00002041,11/feb/21,20,8,16,96
00002042,16/sep/21,31,15,13,85
00002043,30/oct/22,22,9,19,90
00002044,15/mar/21,7,18,70,14
00002045,30/oct/22,10,18,90,20
00002046,28/feb/21,25,13,2,21
00002047,30/jul/20,14,10,79,55
00002048,30/jul/22,5,17,67,7
00002049,19/mar/21,26,1,4,32
00002050,18/mar/20,31,5,75,29
00002051,30/jul/22,30,1,42,22
00002052,30/may/20,22,12,36,17
00002053,30/may/22,21,18,60,81
00002054,04/dic/21,26,12,55,5
00002055,17/ago/22,20,12,70,93
00002056,19/sep/22,30,16,79,90
00002057,24/feb/22,28,14,96,1
00002058,02/nov/21,16,18,35,81
00002059,30/may/20,15,8,81,54
00002060,23/ene/20,16,1,100,19
00002061,13/feb/22,7,13,68,63
00002062,04/nov/21,2,8,74,76
00002063,30/ene/21,8,9,35,58
00002064,30/may/21,13,5,80,7
00002065,03/sep/22,21,18,17,77
00002066,05/abr/21,15,16,61,20
00002067,01/jun/22,22,9,90,2
00002068,30/oct/20,3,4,86,55
00002069,30/may/21,31,14,65,43
00002070,21/ene/21,14,9,40,70
00002071,30/jul/20,17,9,48,65
00002072,11/nov/21,16,2,9,45
00002073,30/jul/22,11,5,67,61
00002074,31/jun/21,6,5,3,11
00002075,09/feb/20,11,20,99,42
00002076,27/mar/21,10,9,56,94
00002077,30/oct/21,12,6,19,40
00002078,07/dic/20,21,10,63,40
00002079,18/dic/20,1,7,49,15
00002080,19/ago/22,18,13,43,3
00002081,29/ago/21,2,16,60,59
00002082,11/nov/21,10,4,46,17
00002083,09/abr/22,2,10,66,98
00002084,20/nov/22,23,8,87,93
00002085,18/dic/21,14,7,29,6
00002086,05/sep/21,29,4,52,20
00002087,10/abr/20,18,4,10,10
00002088,26/feb/20,24,11,49,17
00002089,28/mar/20,13,9,55,32
00002090,18/ene/20,18,16,62,44
00002091,25/feb/20,17,1,28,91
00002092,22/nov/20,7,14,70,16
00002093,18/nov/21,17,2,15,50
00002094,17/ago/20,6,19,78,10
00002095,06/feb/20,20,20,13,56
00002096,30/oct/22,14,3,28,67
00002097,03/nov/20,1,17,31,18
00002098,02/mar/20,18,1,45,98
00002099,30/oct/20,5,15,58,6
00002100,30/jul/22,23,2,50,12
00002101,13/ene/20,22,20,60,97
00002102,06/ago/21,12,12,73,1
00002103,04/sep/20,32,2,85,68
00002104,27/abr/22,14,10,55,50
00002105,23/mar/20,26,16,33,65
00002106,06/sep/20,11,5,88,14
00002107,30/jul/21,9,8,26,79
00002108,10/nov/22,7,4,83,13
00002109,16/sep/22,11,16,66,97
00002110,19/mar/20,21,14,48,62
00002111,10/dic/22,29,13,59,16
00002112,23/mar/22,28,3,100,70
00002113,21/sep/20,4,9,100,25
00002114,30/jul/21,32,14,49,77
00002115,30/jul/21,26,15,72,69
00002116,16/ago/22,29,3,18,15
00002117,24/nov/22,5,10,88,66
00002118,17/sep/20,3,6,69,2
00002119,17/sep/21,22,7,59,19
00002120,16/dic/20,4,16,6,94
00002121,02/feb/22,17,7,15,78
00002122,11/sep/22,9,8,97,90
00002123,17/feb/20,10,11,15,91
00002124,11/abr/21,23,18,47,76
00002125,11/ago/21,32,1,77,100
00002126,30/may/20,11,19,90,31
00002127,25/jun/22,23,10,1,8
00002128,15/dic/20,1,7,55,41
00002129,22/sep/22,23,12,22,72
00002130,07/ene/21,15,7,48,6
00002131,03/ago/20,32,11,87,33
00002132,30/oct/20,24,10,73,47
00002133,20/abr/21,5,11,26,36
00002134,03/ene/21,18,7,9,92
00002135,21/sep/21,20,1,63,19
00002136,21/nov/20,25,17,32,57
00002137,22/ene/22,24,19,16,69
00002138,07/ene/22,9,20,1,68
00002139,03/abr/21,29,1,94,13
00002140,30/oct/21,29,7,2,34
00002141,15/sep/21,32,15,15,80
00002142,30/jul/20,12,6,27,69
00002143,07/mar/21,10,17,5,29
00002144,30/oct/22,2,13,48,45
00002145,05/mar/20,22,16,63,22
00002146,30/may/20,18,3,7,81
00002147,30/oct/22,9,9,62,21
00002148,30/jul/20,23,13,80,23
00002149,30/jul/22,22,6,36,73
00002150,20/mar/22,4,2,20,69
00002151,28/ago/20,22,16,60,85
00002152,16/ago/21,28,19,56,41
00002153,23/mar/20,4,17,7,59
00002154,30/jul/20,10,3,27,34
00002155,28/dic/22,14,19,78,59
00002156,30/may/20,26,7,71,48
00002157,22/dic/21,24,5,42,74
00002158,31/abr/22,18,1,21,62
00002159,28/sep/20,5,17,41,11
00002160,29/sep/20,21,11,31,24
00002161,30/oct/20,25,20,26,85
00002162,27/abr/22,32,18,61,36
00002163,31/sep/20,22,2,21,98
00002164,30/may/20,1,20,34,22
00002165,24/ago/22,26,5,58,49
00002166,02/feb/20,29,2,31,54
00002167,04/mar/20,12,3,49,86
00002168,09/ene/20,31,12,41,15
00002169,30/jul/22,6,4,8,47
00002170,28/ene/20,1,8,4,73
00002171,22/abr/21,9,1,77,99
00002172,30/jul/21,24,11,71,95
00002173,30/may/21,6,4,3,13
00002174,30/jul/22,23,3,61,71
00002175,25/dic/21,14,1,53,48
00002176,09/jun/22,18,4,21,86
00002177,14/dic/22,24,20,3,74
00002178,21/jun/22,30,2,24,4
00002179,08/ene/22,4,1,69,31
00002180,25/ago/21,16,20,41,73
00002181,30/oct/20,26,6,51,69
00002182,04/mar/20,15,10,15,49
00002183,07/dic/20,5,12,18,57
00002184,21/nov/22,9,6,10,46
00002185,27/jun/21,15,8,7,26
00002186,05/sep/22,23,3,14,42
00002187,30/oct/21,15,6,90,4
00002188,05/mar/20,22,4,54,55
00002189,18/dic/22,10,14,24,92
00002190,18/feb/22,19,14,49,56
00002191,17/ene/20,1,20,34,46
00002192,16/ago/22,18,4,15,63
00002193,22/mar/21,18,5,90,61
00002194,23/ene/20,16,10,70,56
00002195,12/mar/22,28,3,27,70
00002196,30/jul/21,26,8,1,14
00002197,16/ago/21,24,7,4,43
00002198,12/nov/20,12,10,63,58
00002199,17/mar/21,10,10,70,51
00002200,09/ene/21,6,2,87,53
00002201,30/abr/21,30,13,10,5
00002202,30/oct/20,11,7,94,11
00002203,25/feb/22,23,6,17,12
00002204,07/dic/21,21,11,22,50
00002205,15/dic/20,21,12,89,49
00002206,20/ene/22,31,17,24,72
00002207,21/abr/21,4,15,52,93
00002208,15/sep/22,20,16,23,35
00002209,22/ene/20,22,6,39,59
00002210,03/sep/21,26,5,26,12
00002211,30/jul/21,4,9,78,14
00002212,19/ene/20,11,17,31,19
00002213,08/sep/20,17,5,79,43
00002214,13/feb/22,7,17,77,42
00002215,22/ago/21,18,18,77,94
00002216,31/mar/21,24,12,78,1
00002217,30/oct/22,3,11,19,91
00002218,23/jun/20,13,11,2,94
00002219,30/jul/21,31,16,61,43
00002220,30/jul/21,20,9,87,68
00002221,16/feb/20,26,10,61,17
00002222,15/mar/21,7,11,28,57
00002223,30/oct/20,14,6,62,83
00002224,06/jun/20,12,13,7,72
00002225,30/oct/21,18,20,23,32
00002226,04/ene/21,12,20,52,11
00002227,17/ene/20,30,18,95,44
00002228,14/sep/22,23,3,27,20
00002229,27/feb/22,4,7,64,18
00002230,16/ago/20,10,19,29,17
00002231,15/nov/21,16,15,49,88
00002232,22/jun/22,23,7,78,47
00002233,13/mar/22,2,16,6,7
00002234,25/ago/20,17,2,24,29
00002235,19/ago/21,20,15,24,43
00002236,30/jul/20,21,6,63,78
00002237,30/may/21,18,10,100,53
00002238,12/dic/21,20,16,80,60
00002239,05/jun/21,29,8,44,66
00002240,21/nov/21,26,13,83,87
00002241,30/jul/21,16,11,26,23
00002242,26/ene/21,15,17,57,89
00002243,07/feb/20,14,9,43,27
00002244,05/mar/20,32,15,16,92
00002245,01/feb/22,14,3,55,31
00002246,25/mar/21,22,12,16,71
00002247,07/mar/20,20,10,56,24
00002248,26/abr/21,5,9,56,66
00002249,30/may/22,28,6,15,28
00002250,21/mar/22,22,9,82,51
00002251,06/dic/21,14,14,74,75
00002252,30/oct/22,4,20,92,29
00002253,30/ene/20,28,1,86,25
00002254,30/may/21,19,18,70,19
00002255,21/sep/22,21,17,24,58
00002256,28/ago/21,22,1,40,41
00002257,30/may/20,12,19,59,20
00002258,10/mar/22,10,12,60,59
00002259,30/may/21,26,5,25,31
00002260,03/nov/21,30,19,80,89
00002261,30/jul/21,25,13,10,2
00002262,12/ago/22,21,16,93,88
00002263,11/jun/22,22,15,65,53
00002264,26/ene/22,1,12,74,86
00002265,30/oct/20,29,16,71,17
00002266,01/mar/22,28,7,12,95
00002267,01/feb/21,18,13,15,45
00002268,30/oct/21,31,11,1,33
00002269,17/mar/20,26,10,81,70
00002270,13/mar/22,29,8,23,76
00002271,29/nov/22,20,19,31,39
00002272,12/abr/21,31,12,52,58
00002273,27/abr/21,16,4,67,81
00002274,15/dic/21,24,7,88,79
00002275,06/dic/21,22,13,77,88
00002276,30/jul/20,3,9,57,24
00002277,24/feb/21,6,13,2,97
00002278,10/mar/21,9,14,54,59
00002279,30/may/22,23,13,10,20
00002280,04/nov/22,6,20,55,15
00002281,01/mar/20,24,12,64,32
00002282,30/oct/21,15,5,87,47
00002283,09/feb/20,24,11,32,27
00002284,30/may/20,27,17,48,51
00002285,30/jul/20,22,3,27,25
00002286,23/jun/20,7,9,28,63
00002287,30/oct/20,16,20,97,87
00002288,30/oct/21,11,16,70,50
00002289,20/mar/21,7,13,29,42
00002290,18/nov/20,6,2,24,33
00002291,21/dic/20,2,10,2,17
00002292,30/jul/20,16,5,64,29
00002293,03/ene/22,21,5,94,82
00002294,30/may/22,1,10,99,70
00002295,21/nov/22,7,2,37,66
00002296,28/mar/21,1,18,47,24
00002297,09/jun/21,8,15,98,23
00002298,18/feb/21,2,10,7,87
00002299,29/sep/22,26,18,21,16
00002300,23/mar/22,4,11,81,45
00002301,21/mar/21,24,4,53,38
00002302,30/jul/21,10,4,9,53
00002303,27/mar/20,9,17,1,6
00002304,27/jun/20,17,12,42,28
00002305,30/dic/22,17,12,68,99
00002306,30/may/20,29,7,40,67
00002307,30/jul/20,23,15,94,83
00002308,30/may/21,32,11,4,73
00002309,25/jun/20,22,14,38,95
00002310,30/may/21,28,4,98,100
00002311,11/feb/21,6,7,15,58
00002312,30/abr/20,22,15,94,4
00002313,01/sep/22,23,12,79,7
00002314,16/mar/20,13,5,43,29
00002315,05/feb/22,18,17,29,92
00002316,30/jul/21,23,9,70,19
00002317,25/mar/20,8,1,81,16
00002318,15/feb/20,27,19,54,3
00002319,30/may/21,6,15,75,52
00002320,03/sep/20,23,19,47,23
00002321,30/may/20,20,13,32,2
00002322,28/feb/20,2,16,69,17
00002323,30/may/22,3,13,77,93
00002324,24/mar/21,5,19,9,49
00002325,19/jun/22,22,6,50,22
00002326,30/ene/20,17,20,28,48
00002327,03/abr/21,21,8,77,62
00002328,16/mar/22,25,15,46,29
00002329,30/nov/20,9,3,12,99
00002330,30/oct/20,10,2,89,9
00002331,22/ene/22,8,12,17,55
00002332,17/sep/22,16,9,5,89
00002333,21/ago/20,25,3,94,95
00002334,12/dic/22,15,15,46,86
00002335,27/dic/20,8,20,38,62
00002336,13/sep/20,30,17,89,9
00002337,28/ago/20,20,14,24,93
00002338,05/nov/20,31,13,88,87
00002339,23/feb/21,2,17,12,11
00002340,22/sep/20,15,4,36,32
00002341,06/mar/20,19,4,52,65
00002342,25/nov/22,22,3,28,21
00002343,04/ago/20,17,17,38,15
00002344,18/nov/20,17,10,97,34
00002345,30/jul/22,3,7,44,40
00002346,05/abr/20,18,17,17,1
00002347,01/ene/22,16,11,96,83
00002348,30/oct/21,29,11,66,32
00002349,13/sep/21,4,3,97,79
00002350,07/feb/22,18,5,19,41
00002351,26/sep/20,12,12,90,94
00002352,01/ago/20,31,12,23,35
00002353,30/jul/22,14,3,27,14
00002354,30/oct/22,30,10,81,12
00002355,20/ene/22,4,5,48,39
00002356,26/ene/20,18,2,39,12
00002357,15/dic/20,32,12,88,81
00002358,17/jun/21,9,17,82,2
00002359,09/nov/21,16,4,24,73
00002360,09/jun/21,28,14,73,95
00002361,29/nov/22,9,20,57,90
00002362,09/jun/20,32,4,79,33
00002363,12/feb/22,20,2,84,2
00002364,10/abr/22,15,11,99,5
00002365,06/jun/21,7,3,22,23
00002366,26/ene/20,17,4,37,94
00002367,22/mar/20,29,18,81,7
00002368,25/ene/20,4,7,66,66
